date,region,rep,channel,units,revenue
2026-08-20,North,Dara Nkemi,direct,"1,033",41320.00
2026-08-20,South,Dara Nkemi,partner,"1,567",62680.00
2026-08-20,West,Ada Okafor,web,"1,048",41920.00
2026-08-20,East,Ada Okafor,direct,933,37320.00
2026-08-20,North,Ben Iyer,partner,545,21800.00
2026-08-20,South,Ben Iyer,web,"2,201",88040.00
2026-08-20,West,Cai Moreau,direct,"1,613",64520.00
2026-08-20,East,Cai Moreau,partner,374,14960.00
2026-08-20,North,Dara Nkemi,web,581,23240.00
2026-08-21,South,Dara Nkemi,direct,"2,438",97520.00
2026-08-21,West,Ada Okafor,partner,766,30640.00
2026-08-21,East,Ada Okafor,web,437,17480.00
2026-08-21,North,Ben Iyer,direct,"1,596",63840.00
2026-08-21,South,Ben Iyer,partner,"1,708",68320.00
2026-08-21,West,Cai Moreau,web,"1,888",75520.00
2026-08-21,East,Cai Moreau,direct,"2,293",91720.00
2026-08-21,North,Dara Nkemi,partner,"1,972",78880.00
2026-08-21,South,Dara Nkemi,web,"2,476",99040.00
2026-08-21,West,Ada Okafor,direct,528,21120.00
2026-08-21,East,Ada Okafor,partner,"1,662",66480.00
2026-08-21,North,Ben Iyer,web,"1,249",49960.00
2026-08-21,South,Ben Iyer,direct,467,18680.00
2026-08-21,West,Cai Moreau,partner,602,24080.00
2026-08-21,East,Cai Moreau,web,"2,265",90600.00
2026-08-21,North,Dara Nkemi,direct,"1,336",53440.00
2026-08-21,South,Dara Nkemi,partner,"1,841",73640.00
2026-08-21,West,Ada Okafor,web,828,33120.00
2026-08-21,East,Ada Okafor,direct,"1,439",57560.00
2026-08-21,North,Ben Iyer,partner,749,29960.00
2026-08-21,South,Ben Iyer,web,"1,222",48880.00
2026-08-21,West,Cai Moreau,direct,"1,950",78000.00
2026-08-21,East,Cai Moreau,partner,"1,250",50000.00
2026-08-21,North,Dara Nkemi,web,"1,200",48000.00
2026-08-21,South,Dara Nkemi,direct,528,21120.00
2026-08-21,West,Ada Okafor,partner,474,18960.00
2026-08-21,East,Ada Okafor,web,"2,170",86800.00
2026-08-21,North,Ben Iyer,direct,"1,752",70080.00
2026-08-21,South,Ben Iyer,partner,"2,071",82840.00
2026-08-21,West,Cai Moreau,web,860,34400.00
2026-08-21,East,Cai Moreau,direct,"2,556",102240.00
2026-08-21,North,Dara Nkemi,partner,870,34800.00
2026-08-21,South,Dara Nkemi,web,833,33320.00
2026-08-21,West,Ada Okafor,direct,204,8160.00
2026-08-21,East,Ada Okafor,partner,"2,206",88240.00
2026-08-21,North,Ben Iyer,web,"2,319",92760.00
2026-08-21,South,Ben Iyer,direct,"2,341",93640.00
2026-08-21,West,Cai Moreau,partner,"2,408",96320.00
2026-08-21,East,Cai Moreau,web,"2,340",93600.00
2026-08-21,North,Dara Nkemi,direct,"2,472",98880.00
2026-08-21,South,Dara Nkemi,partner,896,35840.00
2026-08-21,West,Ada Okafor,web,"1,595",63800.00
2026-08-21,East,Ada Okafor,direct,"1,972",78880.00
2026-08-21,North,Ben Iyer,partner,"1,106",44240.00
2026-08-21,South,Ben Iyer,web,"1,399",55960.00
2026-08-21,West,Cai Moreau,direct,892,35680.00
2026-08-21,East,Cai Moreau,partner,841,33640.00
2026-08-21,North,Dara Nkemi,web,"2,575",103000.00
2026-08-21,South,Dara Nkemi,direct,220,8800.00
2026-08-21,West,Ada Okafor,partner,"2,180",87200.00
2026-08-21,East,Ada Okafor,web,526,21040.00
2026-08-21,North,Ben Iyer,direct,"1,497",59880.00
2026-08-21,South,Ben Iyer,partner,564,22560.00
2026-08-22,West,Cai Moreau,web,"2,321",92840.00
2026-08-22,East,Cai Moreau,direct,"1,749",69960.00
2026-08-22,North,Dara Nkemi,partner,"1,250",50000.00
2026-08-22,South,Dara Nkemi,web,"2,101",84040.00
2026-08-22,West,Ada Okafor,direct,"2,362",94480.00
2026-08-22,East,Ada Okafor,partner,"2,346",93840.00
2026-08-22,North,Ben Iyer,web,"1,733",69320.00
2026-08-22,South,Ben Iyer,direct,"1,778",71120.00
2026-08-22,West,Cai Moreau,partner,775,31000.00
2026-08-22,East,Cai Moreau,web,"1,754",70160.00
2026-08-22,North,Dara Nkemi,direct,251,10040.00
2026-08-22,South,Dara Nkemi,partner,"2,417",96680.00
2026-08-22,West,Ada Okafor,web,"2,273",90920.00
2026-08-22,East,Ada Okafor,direct,"2,401",96040.00
2026-08-22,North,Ben Iyer,partner,"1,248",49920.00
2026-08-22,South,Ben Iyer,web,"1,442",57680.00
2026-08-22,West,Cai Moreau,direct,"1,563",62520.00
2026-08-22,East,Cai Moreau,partner,478,19120.00
2026-08-22,North,Dara Nkemi,web,833,33320.00
2026-08-22,South,Dara Nkemi,direct,"2,415",96600.00
2026-08-22,West,Ada Okafor,partner,886,35440.00
2026-08-22,East,Ada Okafor,web,"1,421",56840.00
2026-08-22,North,Ben Iyer,direct,"1,181",47240.00
2026-08-22,South,Ben Iyer,partner,478,19120.00
2026-08-22,West,Cai Moreau,web,"2,167",86680.00
2026-08-22,East,Cai Moreau,direct,"1,449",57960.00
2026-08-22,North,Dara Nkemi,partner,"1,485",59400.00
2026-08-22,South,Dara Nkemi,web,521,20840.00
2026-08-22,West,Ada Okafor,direct,564,22560.00
2026-08-22,East,Ada Okafor,partner,"1,079",43160.00
2026-08-22,North,Ben Iyer,web,"1,711",68440.00
2026-08-22,South,Ben Iyer,direct,899,35960.00
2026-08-22,West,Cai Moreau,partner,"1,638",65520.00
2026-08-22,East,Cai Moreau,web,"2,098",83920.00
2026-08-22,North,Dara Nkemi,direct,282,11280.00
2026-08-22,South,Dara Nkemi,partner,"1,512",60480.00
2026-08-22,West,Ada Okafor,web,"1,857",74280.00
2026-08-22,East,Ada Okafor,direct,"2,471",98840.00
2026-08-22,North,Ben Iyer,partner,"1,612",64480.00
2026-08-22,South,Ben Iyer,web,"1,020",40800.00
2026-08-22,West,Cai Moreau,direct,"1,369",54760.00
2026-08-22,East,Cai Moreau,partner,767,30680.00
2026-08-22,North,Dara Nkemi,web,204,8160.00
2026-08-22,South,Dara Nkemi,direct,"1,926",77040.00
2026-08-22,West,Ada Okafor,partner,"1,911",76440.00
2026-08-22,East,Ada Okafor,web,308,12320.00
2026-08-22,North,Ben Iyer,direct,"1,194",47760.00
2026-08-22,South,Ben Iyer,partner,"2,259",90360.00
2026-08-22,West,Cai Moreau,web,221,8840.00
2026-08-22,East,Cai Moreau,direct,"1,291",51640.00
2026-08-22,North,Dara Nkemi,partner,"1,656",66240.00
2026-08-22,South,Dara Nkemi,web,"1,851",74040.00
2026-08-22,West,Ada Okafor,direct,"2,320",92800.00
2026-08-23,East,Ada Okafor,partner,"1,250",50000.00
2026-08-23,North,Ben Iyer,web,"1,836",73440.00
2026-08-23,South,Ben Iyer,direct,"1,305",52200.00
2026-08-23,West,Cai Moreau,partner,"2,543",101720.00
2026-08-23,East,Cai Moreau,web,"2,373",94920.00
2026-08-23,North,Dara Nkemi,direct,384,15360.00
2026-08-23,South,Dara Nkemi,partner,"1,729",69160.00
2026-08-23,West,Ada Okafor,web,"1,179",47160.00
2026-08-23,East,Ada Okafor,direct,"1,810",72400.00
2026-08-23,North,Ben Iyer,partner,"1,957",78280.00
2026-08-23,South,Ben Iyer,web,219,8760.00
2026-08-23,West,Cai Moreau,direct,"2,215",88600.00
2026-08-23,East,Cai Moreau,partner,659,26360.00
2026-08-23,North,Dara Nkemi,web,"1,768",70720.00
2026-08-23,South,Dara Nkemi,direct,"1,093",43720.00
2026-08-23,West,Ada Okafor,partner,"1,414",56560.00
2026-08-23,East,Ada Okafor,web,"1,634",65360.00
2026-08-23,North,Ben Iyer,direct,260,10400.00
2026-08-23,South,Ben Iyer,partner,593,23720.00
2026-08-23,West,Cai Moreau,web,"2,094",83760.00
2026-08-23,East,Cai Moreau,direct,311,12440.00
2026-08-23,North,Dara Nkemi,partner,247,9880.00
2026-08-23,South,Dara Nkemi,web,"2,004",80160.00
2026-08-23,West,Ada Okafor,direct,"1,892",75680.00
2026-08-23,East,Ada Okafor,partner,"2,518",100720.00
2026-08-23,North,Ben Iyer,web,"1,627",65080.00
2026-08-23,South,Ben Iyer,direct,"1,120",44800.00
2026-08-23,West,Cai Moreau,partner,"2,421",96840.00
2026-08-23,East,Cai Moreau,web,"2,229",89160.00
2026-08-23,North,Dara Nkemi,direct,"1,939",77560.00
2026-08-23,South,Dara Nkemi,partner,"2,096",83840.00
2026-08-23,West,Ada Okafor,web,"2,096",83840.00
2026-08-23,East,Ada Okafor,direct,772,30880.00
2026-08-23,North,Ben Iyer,partner,385,15400.00
2026-08-23,South,Ben Iyer,web,"1,776",71040.00
2026-08-23,West,Cai Moreau,direct,"1,509",60360.00
2026-08-23,East,Cai Moreau,partner,"2,565",102600.00
2026-08-23,North,Dara Nkemi,web,"2,153",86120.00
2026-08-23,South,Dara Nkemi,direct,"1,569",62760.00
2026-08-23,West,Ada Okafor,partner,"1,760",70400.00
2026-08-23,East,Ada Okafor,web,"1,401",56040.00
2026-08-23,North,Ben Iyer,direct,"1,749",69960.00
2026-08-23,South,Ben Iyer,partner,"2,042",81680.00
2026-08-23,West,Cai Moreau,web,807,32280.00
2026-08-23,East,Cai Moreau,direct,"1,320",52800.00
2026-08-23,North,Dara Nkemi,partner,331,13240.00
2026-08-23,South,Dara Nkemi,web,345,13800.00
2026-08-23,West,Ada Okafor,direct,"1,881",75240.00
2026-08-23,East,Ada Okafor,partner,655,26200.00
2026-08-23,North,Ben Iyer,web,"2,514",100560.00
2026-08-23,South,Ben Iyer,direct,"2,377",95080.00
2026-08-23,West,Cai Moreau,partner,"2,230",89200.00
2026-08-23,East,Cai Moreau,web,810,32400.00
2026-08-24,North,Dara Nkemi,direct,312,12480.00
2026-08-24,South,Dara Nkemi,partner,"1,283",51320.00
2026-08-24,West,Ada Okafor,web,"1,046",41840.00
2026-08-24,East,Ada Okafor,direct,705,28200.00
2026-08-24,North,Ben Iyer,partner,"1,452",58080.00
2026-08-24,South,Ben Iyer,web,218,8720.00
2026-08-24,West,Cai Moreau,direct,492,19680.00
2026-08-24,East,Cai Moreau,partner,"2,536",101440.00
2026-08-24,North,Dara Nkemi,web,"1,181",47240.00
2026-08-24,South,Dara Nkemi,direct,"2,061",82440.00
2026-08-24,West,Ada Okafor,partner,289,11560.00
2026-08-24,East,Ada Okafor,web,709,28360.00
2026-08-24,North,Ben Iyer,direct,475,19000.00
2026-08-24,South,Ben Iyer,partner,"1,328",53120.00
2026-08-24,West,Cai Moreau,web,460,18400.00
2026-08-24,East,Cai Moreau,direct,"2,023",80920.00
2026-08-24,North,Dara Nkemi,partner,"2,506",100240.00
2026-08-24,South,Dara Nkemi,web,693,27720.00
2026-08-24,West,Ada Okafor,direct,961,38440.00
2026-08-24,East,Ada Okafor,partner,"1,055",42200.00
2026-08-24,North,Ben Iyer,web,944,37760.00
2026-08-24,South,Ben Iyer,direct,"2,367",94680.00
2026-08-24,West,Cai Moreau,partner,"1,640",65600.00
2026-08-24,East,Cai Moreau,web,"2,339",93560.00
2026-08-24,North,Dara Nkemi,direct,"2,587",103480.00
2026-08-24,South,Dara Nkemi,partner,924,36960.00
2026-08-24,West,Ada Okafor,web,181,7240.00
2026-08-24,East,Ada Okafor,direct,"1,048",41920.00
2026-08-24,North,Ben Iyer,partner,620,24800.00
2026-08-24,South,Ben Iyer,web,964,38560.00
2026-08-24,West,Cai Moreau,direct,"1,781",71240.00
2026-08-24,East,Cai Moreau,partner,"1,032",41280.00
2026-08-24,North,Dara Nkemi,web,409,16360.00
2026-08-24,South,Dara Nkemi,direct,785,31400.00
2026-08-24,West,Ada Okafor,partner,274,10960.00
2026-08-24,East,Ada Okafor,web,"1,655",66200.00
2026-08-24,North,Ben Iyer,direct,817,32680.00
2026-08-24,South,Ben Iyer,partner,"1,122",44880.00
2026-08-24,West,Cai Moreau,web,"1,030",41200.00
2026-08-24,East,Cai Moreau,direct,253,10120.00
2026-08-24,North,Dara Nkemi,partner,"1,113",44520.00
2026-08-24,South,Dara Nkemi,web,"1,376",55040.00
2026-08-24,West,Ada Okafor,direct,"1,587",63480.00
2026-08-24,East,Ada Okafor,partner,"1,058",42320.00
2026-08-24,North,Ben Iyer,web,"1,859",74360.00
2026-08-24,South,Ben Iyer,direct,"2,104",84160.00
2026-08-24,West,Cai Moreau,partner,"1,523",60920.00
2026-08-24,East,Cai Moreau,web,"2,087",83480.00
2026-08-24,North,Dara Nkemi,direct,"2,550",102000.00
2026-08-24,South,Dara Nkemi,partner,"2,342",93680.00
2026-08-24,West,Ada Okafor,web,180,7200.00
2026-08-24,East,Ada Okafor,direct,924,36960.00
2026-08-24,North,Ben Iyer,partner,"1,458",58320.00
2026-08-25,South,Ben Iyer,web,"2,562",102480.00
2026-08-25,West,Cai Moreau,direct,755,30200.00
2026-08-25,East,Cai Moreau,partner,550,22000.00
2026-08-25,North,Dara Nkemi,web,"1,196",47840.00
2026-08-25,South,Dara Nkemi,direct,417,16680.00
2026-08-25,West,Ada Okafor,partner,"1,459",58360.00
2026-08-25,East,Ada Okafor,web,"2,499",99960.00
2026-08-25,North,Ben Iyer,direct,"1,606",64240.00
2026-08-25,South,Ben Iyer,partner,423,16920.00
2026-08-25,West,Cai Moreau,web,"1,918",76720.00
2026-08-25,East,Cai Moreau,direct,"1,700",68000.00
2026-08-25,North,Dara Nkemi,partner,429,17160.00
2026-08-25,South,Dara Nkemi,web,"2,282",91280.00
2026-08-25,West,Ada Okafor,direct,"2,211",88440.00
2026-08-25,East,Ada Okafor,partner,"2,579",103160.00
2026-08-25,North,Ben Iyer,web,"1,786",71440.00
2026-08-25,South,Ben Iyer,direct,390,15600.00
2026-08-25,West,Cai Moreau,partner,798,31920.00
2026-08-25,East,Cai Moreau,web,"1,240",49600.00
2026-08-25,North,Dara Nkemi,direct,"1,350",54000.00
2026-08-25,South,Dara Nkemi,partner,"1,875",75000.00
2026-08-25,West,Ada Okafor,web,572,22880.00
2026-08-25,East,Ada Okafor,direct,"2,038",81520.00
2026-08-25,North,Ben Iyer,partner,"2,573",102920.00
2026-08-25,South,Ben Iyer,web,"2,417",96680.00
2026-08-25,West,Cai Moreau,direct,"2,541",101640.00
2026-08-25,East,Cai Moreau,partner,"1,666",66640.00
2026-08-25,North,Dara Nkemi,web,"2,001",80040.00
2026-08-25,South,Dara Nkemi,direct,"1,794",71760.00
2026-08-25,West,Ada Okafor,partner,415,16600.00
2026-08-25,East,Ada Okafor,web,"1,755",70200.00
2026-08-25,North,Ben Iyer,direct,454,18160.00
2026-08-25,South,Ben Iyer,partner,962,38480.00
2026-08-25,West,Cai Moreau,web,644,25760.00
2026-08-25,East,Cai Moreau,direct,"1,498",59920.00
2026-08-25,North,Dara Nkemi,partner,692,27680.00
2026-08-25,South,Dara Nkemi,web,"1,874",74960.00
2026-08-25,West,Ada Okafor,direct,222,8880.00
2026-08-25,East,Ada Okafor,partner,"1,528",61120.00
2026-08-25,North,Ben Iyer,web,"2,063",82520.00
2026-08-25,South,Ben Iyer,direct,"2,378",95120.00
2026-08-25,West,Cai Moreau,partner,"2,401",96040.00
2026-08-25,East,Cai Moreau,web,884,35360.00
2026-08-25,North,Dara Nkemi,direct,"1,427",57080.00
2026-08-25,South,Dara Nkemi,partner,"2,531",101240.00
2026-08-25,West,Ada Okafor,web,"1,070",42800.00
2026-08-25,East,Ada Okafor,direct,"1,304",52160.00
2026-08-25,North,Ben Iyer,partner,"1,532",61280.00
2026-08-25,South,Ben Iyer,web,"2,151",86040.00
2026-08-25,West,Cai Moreau,direct,815,32600.00
2026-08-25,East,Cai Moreau,partner,"1,955",78200.00
2026-08-25,North,Dara Nkemi,web,"1,578",63120.00
2026-08-25,South,Dara Nkemi,direct,"2,508",100320.00
2026-08-26,West,Ada Okafor,partner,"1,929",77160.00
2026-08-26,East,Ada Okafor,web,624,24960.00
2026-08-26,North,Ben Iyer,direct,"1,375",55000.00
2026-08-26,South,Ben Iyer,partner,"1,828",73120.00
2026-08-26,West,Cai Moreau,web,680,27200.00
2026-08-26,East,Cai Moreau,direct,"1,118",44720.00
2026-08-26,North,Dara Nkemi,partner,"1,189",47560.00
2026-08-26,South,Dara Nkemi,web,"2,389",95560.00
2026-08-26,West,Ada Okafor,direct,"2,287",91480.00
2026-08-26,East,Ada Okafor,partner,725,29000.00
2026-08-26,North,Ben Iyer,web,237,9480.00
2026-08-26,South,Ben Iyer,direct,"2,370",94800.00
2026-08-26,West,Cai Moreau,partner,306,12240.00
2026-08-26,East,Cai Moreau,web,"2,545",101800.00
2026-08-26,North,Dara Nkemi,direct,502,20080.00
2026-08-26,South,Dara Nkemi,partner,917,36680.00
2026-08-26,West,Ada Okafor,web,"2,187",87480.00
2026-08-26,East,Ada Okafor,direct,"1,400",56000.00
2026-08-26,North,Ben Iyer,partner,"2,000",80000.00
2026-08-26,South,Ben Iyer,web,"1,241",49640.00
2026-08-26,West,Cai Moreau,direct,435,17400.00
2026-08-26,East,Cai Moreau,partner,"1,717",68680.00
2026-08-26,North,Dara Nkemi,web,"2,079",83160.00
2026-08-26,South,Dara Nkemi,direct,"1,609",64360.00
2026-08-26,West,Ada Okafor,partner,"1,310",52400.00
2026-08-26,East,Ada Okafor,web,"2,328",93120.00
2026-08-26,North,Ben Iyer,direct,"1,368",54720.00
2026-08-26,South,Ben Iyer,partner,"2,479",99160.00
2026-08-26,West,Cai Moreau,web,"1,746",69840.00
2026-08-26,East,Cai Moreau,direct,"2,124",84960.00
2026-08-26,North,Dara Nkemi,partner,"2,166",86640.00
2026-08-26,South,Dara Nkemi,web,606,24240.00
2026-08-26,West,Ada Okafor,direct,889,35560.00
2026-08-26,East,Ada Okafor,partner,"1,171",46840.00
2026-08-26,North,Ben Iyer,web,448,17920.00
2026-08-26,South,Ben Iyer,direct,577,23080.00
2026-08-26,West,Cai Moreau,partner,"1,526",61040.00
2026-08-26,East,Cai Moreau,web,515,20600.00
2026-08-26,North,Dara Nkemi,direct,"2,064",82560.00
2026-08-26,South,Dara Nkemi,partner,"2,544",101760.00
2026-08-26,West,Ada Okafor,web,839,33560.00
2026-08-26,East,Ada Okafor,direct,"2,352",94080.00
2026-08-26,North,Ben Iyer,partner,"2,341",93640.00
2026-08-26,South,Ben Iyer,web,"1,161",46440.00
2026-08-26,West,Cai Moreau,direct,"1,302",52080.00
2026-08-26,East,Cai Moreau,partner,"1,256",50240.00
2026-08-26,North,Dara Nkemi,web,"1,170",46800.00
2026-08-26,South,Dara Nkemi,direct,401,16040.00
2026-08-26,West,Ada Okafor,partner,359,14360.00
2026-08-26,East,Ada Okafor,web,"2,264",90560.00
2026-08-26,North,Ben Iyer,direct,"2,266",90640.00
2026-08-26,South,Ben Iyer,partner,"2,361",94440.00
2026-08-26,West,Cai Moreau,web,333,13320.00
2026-08-27,East,Cai Moreau,direct,586,23440.00
2026-08-27,North,Dara Nkemi,partner,"1,664",66560.00
2026-08-27,South,Dara Nkemi,web,"1,952",78080.00
2026-08-27,West,Ada Okafor,direct,"1,262",50480.00
2026-08-27,East,Ada Okafor,partner,"2,292",91680.00
2026-08-27,North,Ben Iyer,web,"2,246",89840.00
2026-08-27,South,Ben Iyer,direct,"1,698",67920.00
2026-08-27,West,Cai Moreau,partner,882,35280.00
2026-08-27,East,Cai Moreau,web,"1,551",62040.00
2026-08-27,North,Dara Nkemi,direct,562,22480.00
2026-08-27,South,Dara Nkemi,partner,"1,055",42200.00
2026-08-27,West,Ada Okafor,web,"1,653",66120.00
2026-08-27,East,Ada Okafor,direct,354,14160.00
2026-08-27,North,Ben Iyer,partner,"1,289",51560.00
2026-08-27,South,Ben Iyer,web,390,15600.00
2026-08-27,West,Cai Moreau,direct,719,28760.00
2026-08-27,East,Cai Moreau,partner,"2,083",83320.00
2026-08-27,North,Dara Nkemi,web,625,25000.00
2026-08-27,South,Dara Nkemi,direct,277,11080.00
2026-08-27,West,Ada Okafor,partner,764,30560.00
2026-08-27,East,Ada Okafor,web,"1,102",44080.00
2026-08-27,North,Ben Iyer,direct,421,16840.00
2026-08-27,South,Ben Iyer,partner,"2,001",80040.00
2026-08-27,West,Cai Moreau,web,"1,865",74600.00
2026-08-27,East,Cai Moreau,direct,"2,106",84240.00
2026-08-27,North,Dara Nkemi,partner,951,38040.00
2026-08-27,South,Dara Nkemi,web,771,30840.00
2026-08-27,West,Ada Okafor,direct,"1,944",77760.00
2026-08-27,East,Ada Okafor,partner,311,12440.00
2026-08-27,North,Ben Iyer,web,"1,095",43800.00
2026-08-27,South,Ben Iyer,direct,"1,646",65840.00
2026-08-27,West,Cai Moreau,partner,208,8320.00
2026-08-27,East,Cai Moreau,web,600,24000.00
2026-08-27,North,Dara Nkemi,direct,804,32160.00
2026-08-27,South,Dara Nkemi,partner,"2,547",101880.00
2026-08-27,West,Ada Okafor,web,"1,882",75280.00
2026-08-27,East,Ada Okafor,direct,"2,580",103200.00
2026-08-27,North,Ben Iyer,partner,"1,105",44200.00
2026-08-27,South,Ben Iyer,web,"2,059",82360.00
2026-08-27,West,Cai Moreau,direct,957,38280.00
2026-08-27,East,Cai Moreau,partner,"2,435",97400.00
2026-08-27,North,Dara Nkemi,web,808,32320.00
2026-08-27,South,Dara Nkemi,direct,"2,229",89160.00
2026-08-27,West,Ada Okafor,partner,"1,969",78760.00
2026-08-27,East,Ada Okafor,web,560,22400.00
2026-08-27,North,Ben Iyer,direct,"2,223",88920.00
2026-08-27,South,Ben Iyer,partner,"2,161",86440.00
2026-08-27,West,Cai Moreau,web,"1,170",46800.00
2026-08-27,East,Cai Moreau,direct,388,15520.00
2026-08-27,North,Dara Nkemi,partner,"1,269",50760.00
2026-08-27,South,Dara Nkemi,web,792,31680.00
2026-08-27,West,Ada Okafor,direct,"1,717",68680.00
2026-08-27,East,Ada Okafor,partner,"2,027",81080.00
2026-08-28,North,Ben Iyer,web,"2,496",99840.00
2026-08-28,South,Ben Iyer,direct,"1,786",71440.00
2026-08-28,West,Cai Moreau,partner,688,27520.00
2026-08-28,East,Cai Moreau,web,"1,698",67920.00
2026-08-28,North,Dara Nkemi,direct,"2,530",101200.00
2026-08-28,South,Dara Nkemi,partner,264,10560.00
2026-08-28,West,Ada Okafor,web,266,10640.00
2026-08-28,East,Ada Okafor,direct,"2,469",98760.00
2026-08-28,North,Ben Iyer,partner,"1,249",49960.00
2026-08-28,South,Ben Iyer,web,"2,191",87640.00
2026-08-28,West,Cai Moreau,direct,"2,400",96000.00
2026-08-28,East,Cai Moreau,partner,"1,399",55960.00
2026-08-28,North,Dara Nkemi,web,"2,189",87560.00
2026-08-28,South,Dara Nkemi,direct,"1,348",53920.00
2026-08-28,West,Ada Okafor,partner,"1,019",40760.00
2026-08-28,East,Ada Okafor,web,460,18400.00
2026-08-28,North,Ben Iyer,direct,"1,683",67320.00
2026-08-28,South,Ben Iyer,partner,"1,645",65800.00
2026-08-28,West,Cai Moreau,web,"1,079",43160.00
2026-08-28,East,Cai Moreau,direct,438,17520.00
2026-08-28,North,Dara Nkemi,partner,"2,559",102360.00
2026-08-28,South,Dara Nkemi,web,691,27640.00
2026-08-28,West,Ada Okafor,direct,583,23320.00
2026-08-28,East,Ada Okafor,partner,"1,629",65160.00
2026-08-28,North,Ben Iyer,web,"1,601",64040.00
2026-08-28,South,Ben Iyer,direct,230,9200.00
2026-08-28,West,Cai Moreau,partner,"1,335",53400.00
2026-08-28,East,Cai Moreau,web,559,22360.00
2026-08-28,North,Dara Nkemi,direct,"2,052",82080.00
2026-08-28,South,Dara Nkemi,partner,"1,722",68880.00
2026-08-28,West,Ada Okafor,web,"2,253",90120.00
2026-08-28,East,Ada Okafor,direct,882,35280.00
2026-08-28,North,Ben Iyer,partner,"1,480",59200.00
2026-08-28,South,Ben Iyer,web,"2,221",88840.00
2026-08-28,West,Cai Moreau,direct,369,14760.00
2026-08-28,East,Cai Moreau,partner,441,17640.00
2026-08-28,North,Dara Nkemi,web,428,17120.00
